id,text,topic,sentiment,urgency,routing
1441,Appreciate the calm leadership during the downtime. improved,professionalism,positive,low,UnitManager
1515,Appreciate the calm leadership during the downtime.,professionalism,positive,low,UnitManager
1591,Break room microwave is broken again.,other,neutral,low,UnitManager
1324,A coworker keeps taking my assigned patients without asking. late,coworker_conflict,negative,medium,UnitManager
1559,Break room microwave is broken again.,other,negative,low,UnitManager
97,The posted schedule doesn't match the app.,scheduling,neutral,medium,Scheduling
254,Direct deposit didn't hit this morning. missing,pay,negative,medium,Payroll
468,The lift is out of service again and the sign-in sheet is full. late,equipment,negative,medium,UnitManager
642,The PPE reuse rule changed but we haven't seen the updated policy. unsafe,policies,negative,medium,HR
474,The portable monitor battery won't hold a charge. unsafe,equipment,negative,medium,UnitManager
673,The PPE reuse rule changed but we haven't seen the updated policy. won't,policies,negative,medium,HR
189,Overtime rate looks incorrect on this pay period. went smoothly,pay,positive,low,Payroll
34,New hires keep dropping; staffing remains tight on weekends.,staffing,neutral,low,UnitManager
1350,We can't agree on who handles admissions. improved,coworker_conflict,positive,low,UnitManager
441,Panic button didn't work during an incident with a combative visitor. unsafe,safety,negative,high,Safety
1577,Break room microwave is broken again. broken,other,negative,low,UnitManager
376,Panic button didn't work during an incident with a combative visitor.,safety,negative,high,Safety
1178,My supervisor dismissed my concerns in front of the team. improved,supervisor_behavior,positive,low,HR
1401,I was passed over for an assignment due to my accent. worried,discrimination,negative,high,HR
1048,A visitor made repeated inappropriate comments to me.,harassment,negative,high,HR
201,Direct deposit didn't hit this morning. late,pay,negative,medium,Payroll
746,The charting steps doubled after the update; forms feel redundant. unpaid,workflow,negative,medium,UnitManager
942,I'm exhausted and dreading coming in again. didn't work,burnout,negative,medium,UnitManager
237,My paycheck is missing my weekend differential. improved,pay,positive,low,Payroll
490,The portable monitor battery won't hold a charge.,equipment,negative,medium,UnitManager
175,I was put on back-to-back nights and days unexpectedly.,scheduling,neutral,medium,Scheduling
546,The LMS module on sepsis screening was actually helpful—thank you. much better,training,positive,low,HR
570,Could we get hands-on time with the new EHR features? went smoothly,training,positive,low,HR
861,I had 7 patients on days including two total cares. missing,patient_load,negative,medium,UnitManager
1032,A visitor made repeated inappropriate comments to me. won't,harassment,negative,high,HR
270,My paycheck is missing my weekend differential.,pay,negative,medium,Payroll
828,Census is up and we don't have float support. worried,patient_load,negative,medium,UnitManager
1050,Someone spread rumors and made me feel unsafe at work. can't,harassment,negative,high,HR
298,The director canceled our huddle without telling the unit.,management,positive,low,HR
359,Leadership wants us to double chart temporarily. kudos,management,positive,low,HR
1264,There was an argument in the med room that disrupted care. thank you,coworker_conflict,positive,low,UnitManager
1010,A visitor made repeated inappropriate comments to me.,harassment,negative,high,HR
279,Management announced changes during lunch with no Q&A. concerned,management,negative,medium,HR
830,Assignments are uneven; my side had all new admissions. problem,patient_load,negative,medium,UnitManager
87,Charge nurse floated again due to lack of coverage.,staffing,neutral,low,UnitManager
1407,I'm being treated differently because of my religion. didn't work,discrimination,negative,high,HR
1244,Charge nurse raised their voice at me during rounds. appreciate,supervisor_behavior,positive,low,HR
1037,A patient's family member keeps sending threatening messages.,harassment,negative,high,HR
117,My shift was moved without notice on the schedule. concerned,scheduling,negative,medium,Scheduling
859,Census is up and we don't have float support. angry,patient_load,negative,medium,UnitManager
891,Assignments are uneven; my side had all new admissions. broken,patient_load,negative,medium,UnitManager
7,We were short two CNAs on nights and I had to cover extra rooms. won't,staffing,negative,low,UnitManager
1687,No one informed us about the clinic closure.,communication,negative,medium,UnitManager
1375,I was passed over for an assignment due to my accent. annoyed,discrimination,negative,high,HR
997,A patient's family member keeps sending threatening messages.,harassment,negative,high,HR
269,My paycheck is missing my weekend differential.,pay,neutral,medium,Payroll
553,We need refreshers for contrast allergy protocols.,training,neutral,low,HR
1567,The vending machines keep eating our money. kudos,other,positive,low,UnitManager
58,Overtime requests keep coming because the roster is thin.,staffing,neutral,low,UnitManager
1387,I was passed over for an assignment due to my accent. annoyed,discrimination,negative,high,HR
498,One glucometer keeps throwing an error code 3. broke,equipment,negative,medium,UnitManager
430,We called a code gray; security took too long to arrive. can't,safety,negative,high,Safety
1267,A coworker keeps taking my assigned patients without asking.,coworker_conflict,neutral,medium,UnitManager
945,I'm overwhelmed even after the shift ends. issue,burnout,negative,medium,UnitManager
280,Management announced changes during lunch with no Q&A.,management,negative,medium,HR
1209,My supervisor ignored the incident report I filed. much better,supervisor_behavior,positive,low,HR
1428,I believe I received fewer training opportunities due to bias. didn't work,discrimination,negative,high,HR
1300,A coworker keeps taking my assigned patients without asking.,coworker_conflict,negative,medium,UnitManager
555,We need refreshers for contrast allergy protocols. resolved,training,positive,low,HR
1159,The shift report missed critical details again.,communication,positive,low,UnitManager
1245,My supervisor dismissed my concerns in front of the team. missing,supervisor_behavior,negative,medium,HR
60,Charge nurse floated again due to lack of coverage. improved,staffing,positive,low,UnitManager
564,I'd like more training on the new wound vac device. much better,training,positive,low,HR
519,The portable monitor battery won't hold a charge. again,equipment,negative,medium,UnitManager
899,I had 7 patients on days including two total cares. didn't work,patient_load,negative,medium,UnitManager
1000,Someone spread rumors and made me feel unsafe at work. again,harassment,negative,high,HR
1079,I was harassed by a coworker in the break room.,harassment,negative,high,HR
1609,Break room microwave is broken again. late,other,negative,low,UnitManager
259,My paycheck is missing my weekend differential. concerned,pay,negative,medium,Payroll
1501,Rounds were efficient and respectful today. much better,professionalism,positive,low,UnitManager
1083,We didn't get the update about the new triage flow.,communication,positive,low,UnitManager
169,The posted schedule doesn't match the app.,scheduling,neutral,medium,Scheduling
131,I was put on back-to-back nights and days unexpectedly. appreciate,scheduling,positive,low,Scheduling
386,Oxygen alarm failed and no one was alerted.,safety,neutral,high,Safety
1444,The float nurse showed great teamwork and communication. thank you,professionalism,positive,low,UnitManager
1192,My supervisor dismissed my concerns in front of the team.,supervisor_behavior,negative,medium,HR
706,The PPE reuse rule changed but we haven't seen the updated policy. again,policies,negative,medium,HR
419,Sharps were left unattended in the triage bay.,safety,negative,high,Safety
163,The posted schedule doesn't match the app.,scheduling,neutral,medium,Scheduling
364,Panic button didn't work during an incident with a combative visitor. urgent,safety,negative,high,Safety
1418,I'm being treated differently because of my religion. problem,discrimination,negative,high,HR
1295,A colleague undermines me in front of patients. kudos,coworker_conflict,positive,low,UnitManager
1606,My badge reader works only on the second try. frustrated,other,negative,low,UnitManager
1431,I'm being treated differently because of my religion.,discrimination,negative,high,HR
617,The LMS module on sepsis screening was actually helpful—thank you. works well,training,positive,low,HR
702,Visitation rules were updated; please provide the latest version.,policies,neutral,low,HR
1374,Comments were made about my background that felt discriminatory. can't,discrimination,negative,high,HR
966,I'm exhausted and dreading coming in again.,burnout,neutral,medium,UnitManager
948,I'm exhausted and dreading coming in again. again,burnout,negative,medium,UnitManager
788,New barcode step adds clicks without improving safety. issue,workflow,negative,medium,UnitManager
609,I'd like more training on the new wound vac device. kudos,training,positive,low,HR
89,New hires keep dropping; staffing remains tight on weekends. again,staffing,negative,low,UnitManager
1108,Nobody told us the clinic was closing early.,communication,neutral,low,UnitManager
214,My W-2 has an error with my address.,pay,neutral,medium,Payroll
1627,The float rule says we can refuse unsafe assignments.,policies,positive,low,HR
161,I was put on back-to-back nights and days unexpectedly. unpaid,scheduling,negative,medium,Scheduling
1510,The float nurse showed great teamwork and communication. works well,professionalism,positive,low,UnitManager
651,Visitation rules were updated; please provide the latest version. issue,policies,negative,medium,HR
1145,No one replied on the group thread about supplies. issue,communication,negative,medium,UnitManager
1474,Appreciate the calm leadership during the downtime. great support,professionalism,positive,low,UnitManager
210,Direct deposit didn't hit this morning.,pay,negative,medium,Payroll
307,Management announced changes during lunch with no Q&A. didn't work,management,negative,medium,HR
691,The PPE reuse rule changed but we haven't seen the updated policy.,policies,negative,medium,HR
205,Overtime rate looks incorrect on this pay period. again,pay,negative,medium,Payroll
1231,My supervisor dismissed my concerns in front of the team.,supervisor_behavior,neutral,medium,HR
1503,Appreciate the calm leadership during the downtime.,professionalism,neutral,low,UnitManager
943,I can't keep skipping breaks—this is burning me out. angry,burnout,negative,medium,UnitManager
1677,Barcode scanning adds steps to med pass.,workflow,negative,medium,UnitManager
1030,A visitor made repeated inappropriate comments to me. problem,harassment,negative,high,HR
1118,Nobody told us the clinic was closing early.,communication,neutral,low,UnitManager
408,Panic button didn't work during an incident with a combative visitor.,safety,negative,high,Safety
411,Panic button didn't work during an incident with a combative visitor. issue,safety,negative,high,Safety
1001,I was harassed by a coworker in the break room. frustrated,harassment,negative,high,HR
1007,A patient's family member keeps sending threatening messages. missing,harassment,negative,high,HR
41,We were short two CNAs on nights and I had to cover extra rooms. works well,staffing,positive,low,UnitManager
705,The PPE reuse rule changed but we haven't seen the updated policy. improved,policies,positive,low,HR
1633,No one informed us about the outpatient clinic closure.,communication,negative,medium,UnitManager
1395,I'm being treated differently because of my religion.,discrimination,negative,high,HR
693,New float policy says we can refuse unsafe assignments. pleased,policies,positive,low,HR
981,Morale is low; people are talking about leaving.,burnout,negative,medium,UnitManager
1521,Team handled a tough code with excellent professionalism—kudos. resolved,professionalism,positive,low,UnitManager
964,I'm exhausted and dreading coming in again.,burnout,negative,medium,UnitManager
1479,Rounds were efficient and respectful today. pleased,professionalism,positive,low,UnitManager
1194,My supervisor ignored the incident report I filed.,supervisor_behavior,negative,medium,HR
446,Oxygen alarm failed and no one was alerted. broken,safety,negative,high,Safety
1378,I'm being treated differently because of my religion.,discrimination,neutral,high,HR
260,My paycheck is missing my weekend differential. broke,pay,negative,medium,Payroll
1639,The charting took forever after the update.,workflow,negative,medium,UnitManager
1286,There was an argument in the med room that disrupted care.,coworker_conflict,neutral,medium,UnitManager
1438,Comments were made about my background that felt discriminatory. unsafe,discrimination,negative,high,HR
1059,A patient's family member keeps sending threatening messages. frustrated,harassment,negative,high,HR
1379,I was passed over for an assignment due to my accent.,discrimination,negative,high,HR
358,Management announced changes during lunch with no Q&A.,management,neutral,medium,HR
1082,The shift report missed critical details again.,communication,neutral,low,UnitManager
1669,No one informed us about the clinic closure.,communication,negative,medium,UnitManager
305,Leadership keeps changing the rollout with no explanation. works well,management,positive,low,HR
995,A visitor made repeated inappropriate comments to me. frustrated,harassment,negative,high,HR
242,My paycheck is missing my weekend differential. worried,pay,negative,medium,Payroll
716,Visitation rules were updated; please provide the latest version. again,policies,negative,medium,HR
562,We need refreshers for contrast allergy protocols.,training,positive,low,HR
176,My shift was moved without notice on the schedule. annoyed,scheduling,negative,medium,Scheduling
85,Charge nurse floated again due to lack of coverage.,staffing,negative,low,UnitManager
1422,I believe I received fewer training opportunities due to bias. concerned,discrimination,negative,high,HR
93,I can't swap my Friday even though policy says I can request. won't,scheduling,negative,medium,Scheduling
1671,A coworker keeps interrupting my patient education sessions.,coworker_conflict,negative,medium,UnitManager
976,Morale is low; people are talking about leaving.,burnout,negative,medium,UnitManager
1061,A visitor made repeated inappropriate comments to me. urgent,harassment,negative,high,HR
871,My pod keeps getting high acuity without help.,patient_load,negative,medium,UnitManager
1462,Team handled a tough code with excellent professionalism—kudos. much better,professionalism,positive,low,UnitManager
1555,My badge reader works only on the second try.,other,neutral,low,UnitManager
394,We called a code gray; security took too long to arrive. can't,safety,negative,high,Safety
119,My shift was moved without notice on the schedule. unpaid,scheduling,negative,medium,Scheduling
1382,I was passed over for an assignment due to my accent. unsafe,discrimination,negative,high,HR
1529,The float nurse showed great teamwork and communication.,professionalism,neutral,low,UnitManager
718,Visitation rules were updated; please provide the latest version.,policies,negative,medium,HR
1656,The IV pump was broken mid-infusion and alarmed repeatedly.,equipment,negative,medium,UnitManager
1097,Nobody told us the clinic was closing early. concerned,communication,negative,medium,UnitManager
268,My paycheck is missing my weekend differential.,pay,neutral,medium,Payroll
488,The portable monitor battery won't hold a charge.,equipment,negative,medium,UnitManager
1073,A visitor made repeated inappropriate comments to me.,harassment,negative,high,HR
404,We called a code gray; security took too long to arrive.,safety,neutral,high,Safety
69,New hires keep dropping; staffing remains tight on weekends.,staffing,positive,low,UnitManager
1708,Break room fridge needs cleaning again.,other,negative,low,UnitManager
508,One glucometer keeps throwing an error code 3. won't,equipment,negative,medium,UnitManager
483,The IV pump failed calibration mid-infusion. frustrated,equipment,negative,medium,UnitManager
202,My W-2 has an error with my address. missing,pay,negative,medium,Payroll
1246,My supervisor dismissed my concerns in front of the team.,supervisor_behavior,neutral,medium,HR
529,The IV pump failed calibration mid-infusion.,equipment,negative,medium,UnitManager
501,The lift is out of service again and the sign-in sheet is full. unpaid,equipment,negative,medium,UnitManager
1481,Appreciate the calm leadership during the downtime.,professionalism,neutral,low,UnitManager
1550,The vending machines keep eating our money.,other,neutral,low,UnitManager
1335,There was an argument in the med room that disrupted care.,coworker_conflict,neutral,medium,UnitManager
974,I'm overwhelmed even after the shift ends. problem,burnout,negative,medium,UnitManager
1486,Team handled a tough code with excellent professionalism—kudos. appreciate,professionalism,positive,low,UnitManager
1476,The float nurse showed great teamwork and communication. thank you,professionalism,positive,low,UnitManager
537,One glucometer keeps throwing an error code 3. concerned,equipment,negative,medium,UnitManager
1276,There was an argument in the med room that disrupted care.,coworker_conflict,neutral,medium,UnitManager
862,Assignments are uneven; my side had all new admissions. late,patient_load,negative,medium,UnitManager
1369,I'm being treated differently because of my religion. annoyed,discrimination,negative,high,HR
1522,Team handled a tough code with excellent professionalism—kudos. resolved,professionalism,positive,low,UnitManager
1060,A visitor made repeated inappropriate comments to me. again,harassment,negative,high,HR
1078,A visitor made repeated inappropriate comments to me. can't,harassment,negative,high,HR
750,The discharge checklist is too long and duplicates the summary. broken,workflow,negative,medium,UnitManager
625,The LMS module on sepsis screening was actually helpful—thank you.,training,positive,low,HR
1022,I was harassed by a coworker in the break room. unsafe,harassment,negative,high,HR
1544,Parking is chaotic during shift change.,other,neutral,low,UnitManager
1185,Supervisor plays favorites on shift assignments. works well,supervisor_behavior,positive,low,HR
178,I was put on back-to-back nights and days unexpectedly.,scheduling,positive,low,Scheduling
1549,Parking is chaotic during shift change.,other,neutral,low,UnitManager
1600,The vending machines keep eating our money.,other,neutral,low,UnitManager
369,Panic button didn't work during an incident with a combative visitor. problem,safety,negative,high,Safety
1041,A visitor made repeated inappropriate comments to me. urgent,harassment,negative,high,HR
245,My W-2 has an error with my address. kudos,pay,positive,low,Payroll
1358,Comments were made about my background that felt discriminatory. broken,discrimination,negative,high,HR
753,The discharge checklist is too long and duplicates the summary. late,workflow,negative,medium,UnitManager
1307,A colleague undermines me in front of patients. broke,coworker_conflict,negative,medium,UnitManager
239,Direct deposit didn't hit this morning.,pay,positive,low,Payroll
1575,My badge reader works only on the second try. problem,other,negative,low,UnitManager
435,We called a code gray; security took too long to arrive. didn't work,safety,negative,high,Safety
282,Leadership wants us to double chart temporarily. problem,management,negative,medium,HR
558,I'd like more training on the new wound vac device. great support,training,positive,low,HR
1051,Someone spread rumors and made me feel unsafe at work. broken,harassment,negative,high,HR
28,Overtime requests keep coming because the roster is thin. problem,staffing,negative,low,UnitManager
1680,My timecard shows the wrong overtime rate.,pay,negative,medium,Payroll
633,"Per policy, we're supposed to double-check insulin with a second nurse. went smoothly",policies,positive,low,HR
1326,A coworker keeps taking my assigned patients without asking. pleased,coworker_conflict,positive,low,UnitManager
49,Charge nurse floated again due to lack of coverage.,staffing,neutral,low,UnitManager
701,The PPE reuse rule changed but we haven't seen the updated policy.,policies,neutral,low,HR
539,The portable monitor battery won't hold a charge. late,equipment,negative,medium,UnitManager
882,My pod keeps getting high acuity without help. urgent,patient_load,negative,medium,UnitManager
407,Sharps were left unattended in the triage bay. issue,safety,negative,high,Safety
658,Visitation rules were updated; please provide the latest version. broken,policies,negative,medium,HR
470,One glucometer keeps throwing an error code 3.,equipment,neutral,low,UnitManager
677,New float policy says we can refuse unsafe assignments.,policies,negative,medium,HR
456,The IV pump failed calibration mid-infusion. angry,equipment,negative,medium,UnitManager
1459,Appreciate the calm leadership during the downtime.,professionalism,positive,low,UnitManager
1349,We can't agree on who handles admissions. didn't work,coworker_conflict,negative,medium,UnitManager
523,The portable monitor battery won't hold a charge. angry,equipment,negative,medium,UnitManager
704,Visitation rules were updated; please provide the latest version. broke,policies,negative,medium,HR
1442,Team handled a tough code with excellent professionalism—kudos. pleased,professionalism,positive,low,UnitManager
581,Could we get hands-on time with the new EHR features? kudos,training,positive,low,HR
932,I can't keep skipping breaks—this is burning me out. problem,burnout,negative,medium,UnitManager
1316,There was an argument in the med room that disrupted care. frustrated,coworker_conflict,negative,medium,UnitManager
554,Could we get hands-on time with the new EHR features?,training,positive,low,HR
1608,Break room microwave is broken again.,other,neutral,low,UnitManager
1626,My timecard shows the wrong overtime rate.,pay,negative,medium,Payroll
516,The IV pump failed calibration mid-infusion. broken,equipment,negative,medium,UnitManager
1473,Appreciate the calm leadership during the downtime. went smoothly,professionalism,positive,low,UnitManager
198,Overtime rate looks incorrect on this pay period. broken,pay,negative,medium,Payroll
303,Leadership keeps changing the rollout with no explanation. late,management,negative,medium,HR
1432,I'm being treated differently because of my religion. unsafe,discrimination,negative,high,HR
765,The charting steps doubled after the update; forms feel redundant. problem,workflow,negative,medium,UnitManager
1701,Policy requires a double-check for insulin dosing.,policies,neutral,low,HR
585,We need refreshers for contrast allergy protocols. appreciate,training,positive,low,HR
1563,The vending machines keep eating our money. concerned,other,negative,low,UnitManager
1613,Parking is chaotic during shift change.,other,negative,low,UnitManager
301,The director canceled our huddle without telling the unit. broke,management,negative,medium,HR
1183,My supervisor dismissed my concerns in front of the team.,supervisor_behavior,neutral,medium,HR
396,Panic button didn't work during an incident with a combative visitor. won't,safety,negative,high,Safety
714,"Per policy, we're supposed to double-check insulin with a second nurse.",policies,neutral,low,HR
608,We need refreshers for contrast allergy protocols.,training,positive,low,HR
197,My W-2 has an error with my address. unpaid,pay,negative,medium,Payroll
46,Overtime requests keep coming because the roster is thin. pleased,staffing,positive,low,UnitManager
1640,The charting took forever and I had to stay 30 minutes unpaid.,pay,negative,medium,Payroll
816,My pod keeps getting high acuity without help.,patient_load,negative,medium,UnitManager
637,New float policy says we can refuse unsafe assignments. great support,policies,positive,low,HR
405,Sharps were left unattended in the triage bay. annoyed,safety,negative,high,Safety
377,We called a code gray; security took too long to arrive. broken,safety,negative,high,Safety
1420,I was passed over for an assignment due to my accent. unsafe,discrimination,negative,high,HR
1008,A visitor made repeated inappropriate comments to me. issue,harassment,negative,high,HR
1096,The shift report missed critical details again.,communication,neutral,low,UnitManager
584,We need refreshers for contrast allergy protocols. appreciate,training,positive,low,HR
422,Oxygen alarm failed and no one was alerted. didn't work,safety,negative,high,Safety
1370,I was passed over for an assignment due to my accent.,discrimination,negative,high,HR
1279,A colleague undermines me in front of patients. resolved,coworker_conflict,positive,low,UnitManager
908,I can't keep skipping breaks—this is burning me out. angry,burnout,negative,medium,UnitManager
1635,A coworker keeps interrupting my patient education sessions.,coworker_conflict,negative,medium,UnitManager
281,Leadership keeps changing the rollout with no explanation.,management,neutral,medium,HR
1364,I was passed over for an assignment due to my accent. problem,discrimination,negative,high,HR
599,Could we get hands-on time with the new EHR features?,training,positive,low,HR
531,The IV pump failed calibration mid-infusion.,equipment,neutral,low,UnitManager
2,We were short two CNAs on nights and I had to cover extra rooms.,staffing,neutral,low,UnitManager
967,I'm overwhelmed even after the shift ends. concerned,burnout,negative,medium,UnitManager
669,New float policy says we can refuse unsafe assignments.,policies,negative,medium,HR
447,We called a code gray; security took too long to arrive. broken,safety,negative,high,Safety
962,I'm exhausted and dreading coming in again. issue,burnout,negative,medium,UnitManager
75,Overtime requests keep coming because the roster is thin. can't,staffing,negative,low,UnitManager
1003,I was harassed by a coworker in the break room. unpaid,harassment,negative,high,HR
429,Sharps were left unattended in the triage bay.,safety,negative,high,Safety
1225,Charge nurse raised their voice at me during rounds.,supervisor_behavior,positive,low,HR
1128,No one replied on the group thread about supplies.,communication,neutral,low,UnitManager
1329,A coworker keeps taking my assigned patients without asking. went smoothly,coworker_conflict,positive,low,UnitManager
892,I had 7 patients on days including two total cares. won't,patient_load,negative,medium,UnitManager
1445,Rounds were efficient and respectful today. improved,professionalism,positive,low,UnitManager
1020,Someone spread rumors and made me feel unsafe at work.,harassment,neutral,high,HR
1547,Break room microwave is broken again. thank you,other,positive,low,UnitManager
1327,A coworker keeps taking my assigned patients without asking. annoyed,coworker_conflict,negative,medium,UnitManager
1292,A coworker keeps taking my assigned patients without asking.,coworker_conflict,neutral,medium,UnitManager
796,New barcode step adds clicks without improving safety. unsafe,workflow,negative,medium,UnitManager
1419,Comments were made about my background that felt discriminatory. concerned,discrimination,negative,high,HR
1117,Nobody told us the clinic was closing early.,communication,neutral,low,UnitManager
1207,Supervisor plays favorites on shift assignments. works well,supervisor_behavior,positive,low,HR
61,Charge nurse floated again due to lack of coverage. worried,staffing,negative,low,UnitManager
1179,My supervisor dismissed my concerns in front of the team. annoyed,supervisor_behavior,negative,medium,HR
21,We were short two CNAs on nights and I had to cover extra rooms.,staffing,neutral,low,UnitManager
170,My shift was moved without notice on the schedule. kudos,scheduling,positive,low,Scheduling
776,The discharge checklist is too long and duplicates the summary. problem,workflow,negative,medium,UnitManager
1427,Comments were made about my background that felt discriminatory.,discrimination,negative,high,HR
730,The discharge checklist is too long and duplicates the summary. didn't work,workflow,negative,medium,UnitManager
1174,My supervisor ignored the incident report I filed. pleased,supervisor_behavior,positive,low,HR
1617,The vending machines keep eating our money. appreciate,other,positive,low,UnitManager
1150,No one replied on the group thread about supplies.,communication,neutral,low,UnitManager
717,New float policy says we can refuse unsafe assignments. much better,policies,positive,low,HR
1298,There was an argument in the med room that disrupted care. pleased,coworker_conflict,positive,low,UnitManager
427,Panic button didn't work during an incident with a combative visitor. won't,safety,negative,high,Safety
1528,Team handled a tough code with excellent professionalism—kudos. resolved,professionalism,positive,low,UnitManager
452,The portable monitor battery won't hold a charge. missing,equipment,negative,medium,UnitManager
1443,Team handled a tough code with excellent professionalism—kudos. appreciate,professionalism,positive,low,UnitManager
1173,Supervisor plays favorites on shift assignments. kudos,supervisor_behavior,positive,low,HR
476,The IV pump failed calibration mid-infusion.,equipment,negative,medium,UnitManager
1023,I was harassed by a coworker in the break room. concerned,harassment,negative,high,HR
618,The LMS module on sepsis screening was actually helpful—thank you. went smoothly,training,positive,low,HR
1582,The vending machines keep eating our money.,other,neutral,low,UnitManager
1558,Break room microwave is broken again. concerned,other,negative,low,UnitManager
883,Assignments are uneven; my side had all new admissions. unpaid,patient_load,negative,medium,UnitManager
1415,I'm being treated differently because of my religion.,discrimination,negative,high,HR
1673,Things felt broken in our process today but no device failed.,workflow,neutral,low,UnitManager
20,New hires keep dropping; staffing remains tight on weekends. appreciate,staffing,positive,low,UnitManager
27,New hires keep dropping; staffing remains tight on weekends. won't,staffing,negative,low,UnitManager
654,The PPE reuse rule changed but we haven't seen the updated policy.,policies,neutral,low,HR
1269,There was an argument in the med room that disrupted care. pleased,coworker_conflict,positive,low,UnitManager
473,The IV pump failed calibration mid-infusion. broken,equipment,negative,medium,UnitManager
787,New barcode step adds clicks without improving safety.,workflow,negative,medium,UnitManager
685,New float policy says we can refuse unsafe assignments. thank you,policies,positive,low,HR
1137,We didn't get the update about the new triage flow. thank you,communication,positive,low,UnitManager
206,My W-2 has an error with my address. can't,pay,negative,medium,Payroll
1309,We can't agree on who handles admissions.,coworker_conflict,neutral,medium,UnitManager
484,The lift is out of service again and the sign-in sheet is full.,equipment,negative,medium,UnitManager
1091,We didn't get the update about the new triage flow. unpaid,communication,negative,medium,UnitManager
561,We need refreshers for contrast allergy protocols. resolved,training,positive,low,HR
1377,Comments were made about my background that felt discriminatory.,discrimination,negative,high,HR
743,The handoff template is missing fields we actually use. unpaid,workflow,negative,medium,UnitManager
1667,New on-call policy describes how weekends are assigned.,policies,negative,medium,HR
1644,My timecard shows the wrong overtime rate.,pay,negative,medium,Payroll
134,The posted schedule doesn't match the app. broke,scheduling,negative,medium,Scheduling
1151,We didn't get the update about the new triage flow. late,communication,negative,medium,UnitManager
805,The charting steps doubled after the update; forms feel redundant. urgent,workflow,negative,medium,UnitManager
1340,A colleague undermines me in front of patients.,coworker_conflict,negative,medium,UnitManager
1464,Appreciate the calm leadership during the downtime.,professionalism,neutral,low,UnitManager
1221,My supervisor dismissed my concerns in front of the team.,supervisor_behavior,positive,low,HR
275,Management announced changes during lunch with no Q&A. didn't work,management,negative,medium,HR
712,New float policy says we can refuse unsafe assignments. thank you,policies,positive,low,HR
1466,Rounds were efficient and respectful today. kudos,professionalism,positive,low,UnitManager
929,Morale is low; people are talking about leaving. angry,burnout,negative,medium,UnitManager
327,Management announced changes during lunch with no Q&A.,management,positive,low,HR
372,We called a code gray; security took too long to arrive. problem,safety,negative,high,Safety
958,I'm overwhelmed even after the shift ends. again,burnout,negative,medium,UnitManager
381,We called a code gray; security took too long to arrive. annoyed,safety,negative,high,Safety
547,We need refreshers for contrast allergy protocols.,training,neutral,low,HR
478,The IV pump failed calibration mid-infusion. concerned,equipment,negative,medium,UnitManager
913,Morale is low; people are talking about leaving. broken,burnout,negative,medium,UnitManager
761,The handoff template is missing fields we actually use. angry,workflow,negative,medium,UnitManager
572,Could we get hands-on time with the new EHR features? appreciate,training,positive,low,HR
1489,Team handled a tough code with excellent professionalism—kudos. resolved,professionalism,positive,low,UnitManager
1703,New on-call written policy describes how weekends are assigned.,policies,neutral,low,HR
826,Census is up and we don't have float support. urgent,patient_load,negative,medium,UnitManager
71,New hires keep dropping; staffing remains tight on weekends. improved,staffing,positive,low,UnitManager
666,New float policy says we can refuse unsafe assignments. appreciate,policies,positive,low,HR
998,I was harassed by a coworker in the break room. concerned,harassment,negative,high,HR
1532,Parking is chaotic during shift change.,other,positive,low,UnitManager
90,Overtime requests keep coming because the roster is thin.,staffing,neutral,low,UnitManager
255,Direct deposit didn't hit this morning. late,pay,negative,medium,Payroll
460,The lift is out of service again and the sign-in sheet is full. unpaid,equipment,negative,medium,UnitManager
877,I had 7 patients on days including two total cares. angry,patient_load,negative,medium,UnitManager
1341,There was an argument in the med room that disrupted care. appreciate,coworker_conflict,positive,low,UnitManager
1623,Barcode scanning adds steps to med pass.,workflow,neutral,low,UnitManager
1134,We didn't get the update about the new triage flow.,communication,neutral,low,UnitManager
291,Management announced changes during lunch with no Q&A. kudos,management,positive,low,HR
1683,Policy requires a double-check for insulin dosing.,policies,neutral,low,HR
741,New barcode step adds clicks without improving safety. broke,workflow,negative,medium,UnitManager
619,We need refreshers for contrast allergy protocols.,training,positive,low,HR
1081,Nobody told us the clinic was closing early. again,communication,negative,medium,UnitManager
313,Leadership wants us to double chart temporarily. much better,management,positive,low,HR
779,The discharge checklist is too long and duplicates the summary. again,workflow,negative,medium,UnitManager
1590,Break room microwave is broken again.,other,negative,low,UnitManager
1412,Comments were made about my background that felt discriminatory.,discrimination,neutral,high,HR
425,Panic button didn't work during an incident with a combative visitor.,safety,negative,high,Safety
1368,I was passed over for an assignment due to my accent. annoyed,discrimination,negative,high,HR
354,Management announced changes during lunch with no Q&A.,management,neutral,medium,HR
136,My shift was moved without notice on the schedule. works well,scheduling,positive,low,Scheduling
1500,Appreciate the calm leadership during the downtime. works well,professionalism,positive,low,UnitManager
88,Overtime requests keep coming because the roster is thin.,staffing,neutral,low,UnitManager
158,My shift was moved without notice on the schedule. kudos,scheduling,positive,low,Scheduling
1092,The shift report missed critical details again.,communication,neutral,low,UnitManager
1704,The weekend schedule was posted late and conflicts with my availability.,scheduling,negative,medium,Scheduling
1101,No one replied on the group thread about supplies. broke,communication,negative,medium,UnitManager
905,I can't keep skipping breaks—this is burning me out. problem,burnout,negative,medium,UnitManager
612,The LMS module on sepsis screening was actually helpful—thank you.,training,neutral,low,HR
1021,Someone spread rumors and made me feel unsafe at work. angry,harassment,negative,high,HR
